in s,C2 in V
-1.26449E+01,-2.219E-02
-1.26447E+01,-2.073E-02
-1.26445E+01,-1.975E-02
-1.26443E+01,-2.219E-02
-1.26441E+01,-2.024E-02
-1.26438E+01,-2.073E-02
-1.26436E+01,-1.975E-02
-1.26434E+01,-2.073E-02
-1.26432E+01,-2.219E-02
-1.26430E+01,-2.171E-02
-1.26427E+01,-2.415E-02
-1.26425E+01,-2.073E-02
-1.26423E+01,-2.073E-02
-1.26421E+01,-2.122E-02
-1.26418E+01,-1.682E-02
-1.26416E+01,-2.268E-02
-1.26414E+01,-2.268E-02
-1.26412E+01,-1.487E-02
-1.26410E+01,-2.415E-02
-1.26407E+01,-2.366E-02
-1.26405E+01,-1.926E-02
-1.26403E+01,-2.415E-02
-1.26401E+01,-2.268E-02
-1.26398E+01,-1.633E-02
-1.26396E+01,-2.268E-02
-1.26394E+01,-2.073E-02
-1.26392E+01,-1.633E-02
-1.26390E+01,-2.171E-02
-1.26387E+01,-2.317E-02
-1.26385E+01,-1.731E-02
-1.26383E+01,-1.975E-02
-1.26381E+01,-2.171E-02
-1.26379E+01,-2.024E-02
-1.26376E+01,-2.268E-02
-1.26374E+01,-2.317E-02
-1.26372E+01,-2.317E-02
-1.26370E+01,-2.268E-02
-1.26367E+01,-2.268E-02
-1.26365E+01,-2.219E-02
-1.26363E+01,-1.780E-02
-1.26361E+01,-2.415E-02
-1.26359E+01,-2.219E-02
-1.26356E+01,-2.122E-02
-1.26354E+01,-2.317E-02
-1.26352E+01,-2.561E-02
-1.26350E+01,-2.219E-02
-1.26347E+01,-2.122E-02
-1.26345E+01,-2.415E-02
-1.26343E+01,-2.415E-02
-1.26341E+01,-2.317E-02
-1.26339E+01,-2.219E-02
-1.26336E+01,-1.926E-02
-1.26334E+01,-2.268E-02
-1.26332E+01,-2.415E-02
-1.26330E+01,-1.878E-02
-1.26328E+01,-2.366E-02
-1.26325E+01,-2.268E-02
-1.26323E+01,-2.171E-02
-1.26321E+01,-2.415E-02
-1.26319E+01,-2.561E-02
-1.26316E+01,-2.171E-02
-1.26314E+01,-1.975E-02
-1.26312E+01,-2.268E-02
-1.26310E+01,-2.366E-02
-1.26308E+01,-1.878E-02
-1.26305E+01,-2.219E-02
-1.26303E+01,-2.073E-02
-1.26301E+01,-2.122E-02
-1.26299E+01,-2.463E-02
-1.26296E+01,-2.219E-02
-1.26294E+01,-2.171E-02
-1.26292E+01,-2.561E-02
-1.26290E+01,-2.366E-02
-1.26288E+01,-2.317E-02
-1.26285E+01,-2.122E-02
-1.26283E+01,-2.415E-02
-1.26281E+01,-2.366E-02
-1.26279E+01,-1.878E-02
-1.26277E+01,-2.463E-02
-1.26274E+01,-2.708E-02
-1.26272E+01,-2.415E-02
-1.26270E+01,-2.219E-02
-1.26268E+01,-2.317E-02
-1.26265E+01,-2.317E-02
-1.26263E+01,-1.975E-02
-1.26261E+01,-2.610E-02
-1.26259E+01,-2.219E-02
-1.26257E+01,-2.073E-02
-1.26254E+01,-2.561E-02
-1.26252E+01,-2.268E-02
-1.26250E+01,-2.317E-02
-1.26248E+01,-2.756E-02
-1.26245E+01,-2.561E-02
-1.26243E+01,-2.366E-02
-1.26241E+01,-2.756E-02
-1.26239E+01,-2.805E-02
-1.26237E+01,-2.415E-02
-1.26234E+01,-2.268E-02
-1.26232E+01,-2.561E-02
-1.26230E+01,-2.708E-02
-1.26228E+01,-2.073E-02
-1.26226E+01,-2.561E-02
-1.26223E+01,-2.366E-02
-1.26221E+01,-2.317E-02
-1.26219E+01,-2.512E-02
-1.26217E+01,-2.463E-02
-1.26214E+01,-2.268E-02
-1.26212E+01,-2.756E-02
-1.26210E+01,-2.610E-02
-1.26208E+01,-2.610E-02
-1.26206E+01,-2.659E-02
-1.26203E+01,-2.463E-02
-1.26201E+01,-2.805E-02
-1.26199E+01,-2.219E-02
-1.26197E+01,-2.415E-02
-1.26194E+01,-2.805E-02
-1.26192E+01,-2.805E-02
-1.26190E+01,-2.024E-02
-1.26188E+01,-2.659E-02
-1.26186E+01,-2.756E-02
-1.26183E+01,-2.708E-02
-1.26181E+01,-2.610E-02
-1.26179E+01,-2.268E-02
-1.26177E+01,-2.708E-02
-1.26174E+01,-2.659E-02
-1.26172E+01,-2.512E-02
-1.26170E+01,-2.659E-02
-1.26168E+01,-2.708E-02
-1.26166E+01,-1.975E-02
-1.26163E+01,-2.756E-02
-1.26161E+01,-2.903E-02
-1.26159E+01,-2.756E-02
-1.26157E+01,-2.952E-02
-1.26155E+01,-2.366E-02
-1.26152E+01,-2.756E-02
-1.26150E+01,-2.756E-02
-1.26148E+01,-2.268E-02
-1.26146E+01,-2.708E-02
-1.26143E+01,-2.659E-02
-1.26141E+01,-2.561E-02
-1.26139E+01,-2.610E-02
-1.26137E+01,-2.610E-02
-1.26135E+01,-2.708E-02
-1.26132E+01,-2.610E-02
-1.26130E+01,-2.610E-02
-1.26128E+01,-2.463E-02
-1.26126E+01,-2.659E-02
-1.26123E+01,-2.903E-02
-1.26121E+01,-2.708E-02
-1.26119E+01,-2.610E-02
-1.26117E+01,-2.756E-02
-1.26115E+01,-2.756E-02
-1.26112E+01,-2.952E-02
-1.26110E+01,-2.756E-02
-1.26108E+01,-2.805E-02
-1.26106E+01,-2.805E-02
-1.26104E+01,-2.561E-02
-1.26101E+01,-3.001E-02
-1.26099E+01,-2.756E-02
-1.26097E+01,-2.561E-02
-1.26095E+01,-2.805E-02
-1.26092E+01,-2.805E-02
-1.26090E+01,-2.415E-02
-1.26088E+01,-2.854E-02
-1.26086E+01,-2.659E-02
-1.26084E+01,-2.317E-02
-1.26081E+01,-2.903E-02
-1.26079E+01,-2.854E-02
-1.26077E+01,-2.268E-02
-1.26075E+01,-2.805E-02
-1.26072E+01,-2.805E-02
-1.26070E+01,-2.366E-02
-1.26068E+01,-3.196E-02
-1.26066E+01,-2.805E-02
-1.26064E+01,-2.708E-02
-1.26061E+01,-2.756E-02
-1.26059E+01,-2.805E-02
-1.26057E+01,-2.854E-02
-1.26055E+01,-2.952E-02
-1.26053E+01,-2.805E-02
-1.26050E+01,-2.805E-02
-1.26048E+01,-2.756E-02
-1.26046E+01,-2.952E-02
-1.26044E+01,-2.708E-02
